seed,epochs,fixed_k,final_masked_mse,dev_silhouette,dev_davies_bouldin,dev_min_cluster_prop,test_min_cluster_prop,test_ari_vs_primary,ever_pregnant_adverse_max_pr,ever_pregnant_mistimed_max_pr
20260602,30,3,0.9168953511462786,0.6145198036063338,0.7006068414828058,0.04603438713255685,0.049458409973431434,1.0,2.161901295697215,1.1700387180323262
20260612,30,3,0.7240577916834384,0.4528687000274658,0.940191175569792,0.22203734516546497,0.32229715920703045,0.4286807791554494,1.6830597478627962,1.171469772259039
